InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
538040,22577,WOODEN HEART CHRISTMAS SCANDINAVIAN,6,2010-12-09 13:08:00,0.85,16520.0,United Kingdom
538184,21918,SET 12 KIDS COLOUR  CHALK STICKS,24,2010-12-10 10:21:00,0.42,17880.0,United Kingdom
534091,21806,WHITE CHRISTMAS HEART DECORATION,3,2010-11-21 11:58:00,0.42,14499.0,United Kingdom
539436,21673,WHITE SPOT BLUE CERAMIC DRAWER KNOB,5,2010-12-17 14:49:00,2.51,,United Kingdom
528640,22737,RIBBON REEL CHRISTMAS PRESENT ,5,2010-10-24 11:47:00,1.65,13555.0,United Kingdom
535399,22843,BISCUIT TIN VINTAGE GREEN,1,2010-11-26 11:01:00,6.75,15550.0,United Kingdom
527728,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,2,2010-10-18 15:44:00,1.66,,United Kingdom
537057,20975,12 PENCILS SMALL TUBE RED RETROSPOT,1,2010-12-05 11:49:00,0.65,15351.0,United Kingdom
536956,22061,LARGE CAKE STAND  HANGING STRAWBERY,2,2010-12-03 12:43:00,9.95,14210.0,United Kingdom
525422,21907,I'M ON HOLIDAY METAL SIGN,1,2010-10-05 12:53:00,2.1,16065.0,United Kingdom
533841,70007,HI TEC ALPINE HAND WARMER,1,2010-11-19 11:12:00,1.65,17269.0,United Kingdom
538154,22186,RED STAR CARD HOLDER,1,2010-12-09 16:35:00,5.91,,United Kingdom
537614,20679,EDWARDIAN PARASOL RED,2,2010-12-07 13:29:00,5.95,16904.0,United Kingdom
537823,22108,PING! MICROWAVE PLATE,2,2010-12-08 14:25:00,3.36,,United Kingdom
525422,22693,GROW A FLYTRAP OR SUNFLOWER IN TIN,24,2010-10-05 12:53:00,1.25,16065.0,United Kingdom
526741,22348,TEA BAG PLATE RED RETROSPOT,24,2010-10-12 18:16:00,0.85,16701.0,United Kingdom
537434,20733,GOLD MINI TAPE MEASURE ,3,2010-12-06 16:57:00,0.85,,United Kingdom
534464,22149,FELTCRAFT 6 FLOWER FRIENDS,6,2010-11-23 10:02:00,2.1,15986.0,United Kingdom
527950,22940,FELTCRAFT CHRISTMAS FAIRY,3,2010-10-19 15:33:00,4.25,16795.0,United Kingdom
535321,22131,FOOD CONTAINER SET 3 LOVE HEART ,12,2010-11-25 15:14:00,1.95,12385.0,Belgium
529068,21735,TWO DOOR CURIO CABINET,1,2010-10-26 12:14:00,25.49,,United Kingdom
525950,21114,LAVENDER SCENTED FABRIC HEART,10,2010-10-07 18:45:00,1.25,16539.0,United Kingdom
531036,22073,RED RETROSPOT STORAGE JAR,1,2010-11-05 11:58:00,7.62,,United Kingdom
533503,22863,SOAP DISH BROCANTE,1,2010-11-17 13:50:00,2.95,17449.0,United Kingdom
532570,22847,BREAD BIN DINER STYLE IVORY,1,2010-11-12 13:34:00,16.95,16241.0,United Kingdom
529833,72598,SET/12 TAPER CANDLES,1,2010-10-31 12:32:00,0.85,16791.0,United Kingdom
535107,22553,PLASTERS IN TIN SKULLS,1,2010-11-25 11:17:00,1.65,14680.0,United Kingdom
532558,37500,TEA TIME TEAPOT IN GIFT BOX,2,2010-11-12 12:51:00,9.95,13693.0,United Kingdom
532682,21868,POTTING SHED TEA MUG,1,2010-11-14 12:39:00,1.25,15512.0,United Kingdom
533503,85064,CREAM SWEETHEART LETTER RACK,2,2010-11-17 13:50:00,5.45,17449.0,United Kingdom
531437,21967,PACK OF 12 SKULL TISSUES,24,2010-11-08 12:20:00,0.29,13377.0,United Kingdom
534384,22751,FELTCRAFT PRINCESS OLIVIA DOLL,4,2010-11-22 12:55:00,3.75,18145.0,United Kingdom
530850,21754,HOME BUILDING BLOCK WORD,3,2010-11-04 14:49:00,11.87,,United Kingdom
526712,20972,PINK CREAM FELT CRAFT TRINKET BOX ,12,2010-10-12 16:38:00,1.25,14154.0,United Kingdom
535414,21558,SKULL LUNCH BOX WITH CUTLERY ,2,2010-11-26 11:36:00,2.55,18118.0,United Kingdom
525221,22475,SKULL DESIGN TV DINNER TRAY,1,2010-10-04 12:51:00,11.02,,United Kingdom
539958,22372,AIRLINE BAG VINTAGE WORLD CHAMPION ,2,2010-12-23 13:26:00,4.21,,United Kingdom
537081,22750,FELTCRAFT PRINCESS LOLA DOLL,16,2010-12-05 12:00:00,3.75,15332.0,Lithuania
525969,22200,FRYING PAN PINK POLKADOT,1,2010-10-08 10:21:00,8.47,,United Kingdom
532965,21976,PACK OF 60 MUSHROOM CAKE CASES,1,2010-11-15 12:50:00,0.55,15466.0,United Kingdom
530087,22622,BOX OF VINTAGE ALPHABET BLOCKS,4,2010-11-01 13:33:00,9.95,16732.0,United Kingdom
537638,22380,TOY TIDY SPACEBOY  ,1,2010-12-07 15:28:00,4.21,,United Kingdom
526387,82494L,WOODEN FRAME ANTIQUE WHITE ,4,2010-10-11 12:48:00,2.95,16005.0,United Kingdom
537640,22834,HAND WARMER BABUSHKA DESIGN,5,2010-12-07 15:31:00,5.06,,United Kingdom
525755,84968C,SET OF 16 VINTAGE PISTACHIO CUTLERY,1,2010-10-07 10:23:00,25.49,,United Kingdom
525459,21260,FIRST AID TIN,6,2010-10-05 14:46:00,3.25,17091.0,United Kingdom
530793,22601,CHRISTMAS RETROSPOT ANGEL WOOD,6,2010-11-04 12:18:00,0.85,15910.0,United Kingdom
529512,35400,WOODEN BOX ADVENT CALENDAR ,32,2010-10-28 14:50:00,7.95,14134.0,United Kingdom
525227,22983,"CARD, BILLBOARD FONT",72,2010-10-04 13:35:00,0.36,17696.0,United Kingdom
537045,22156,HEART DECORATION WITH PEARLS ,4,2010-12-05 10:54:00,0.85,15038.0,United Kingdom
528356,22551,PLASTERS IN TIN SPACEBOY,1,2010-10-21 14:55:00,1.65,12877.0,United Kingdom
530437,20726,LUNCH BAG WOODLAND,1,2010-11-03 11:13:00,1.65,15915.0,United Kingdom
527655,21876,POTTERING MUG,1,2010-10-18 14:07:00,1.25,13387.0,United Kingdom
535485,21876,POTTERING MUG,2,2010-11-26 14:40:00,3.36,,United Kingdom
538064,21899,"KEY FOB , GARAGE DESIGN",4,2010-12-09 13:47:00,0.65,15271.0,United Kingdom
527399,22594,CHRISTMAS GINGHAM TREE,12,2010-10-17 13:58:00,0.85,15590.0,United Kingdom
537606,72741,GRAND CHOCOLATECANDLE,9,2010-12-07 13:16:00,1.45,15002.0,United Kingdom
529989,35958,FOLKART ZINC STAR CHRISTMAS DEC,1,2010-10-31 16:01:00,0.85,12748.0,United Kingdom
535349,22739,RIBBON REEL CHRISTMAS SOCK BAUBLE,10,2010-11-25 16:52:00,1.65,18245.0,United Kingdom
538651,22891,TEA FOR ONE POLKADOT,2,2010-12-13 15:07:00,4.25,15311.0,United Kingdom
530951,22434,BALLOON PUMP WITH 10 BALLOONS,6,2010-11-04 18:34:00,1.95,15521.0,United Kingdom
533337,21777,RECIPE BOX WITH METAL HEART,2,2010-11-16 18:11:00,7.95,16829.0,United Kingdom
528725,21622,VINTAGE UNION JACK CUSHION COVER,10,2010-10-24 13:17:00,4.95,17377.0,United Kingdom
536624,21212,PACK OF 72 RETROSPOT CAKE CASES,24,2010-12-02 10:45:00,0.55,13418.0,United Kingdom
536673,72816,SET/3 CHRISTMAS DECOUPAGE CANDLES,48,2010-12-02 12:11:00,1.06,14060.0,United Kingdom
539958,21094,SET/6 RED SPOTTY PAPER PLATES,5,2010-12-23 13:26:00,1.66,,United Kingdom
539292,82486,WOOD S/3 CABINET ANT WHITE FINISH,2,2010-12-16 16:42:00,7.95,16539.0,United Kingdom
527400,22112,CHOCOLATE HOT WATER BOTTLE,6,2010-10-17 13:59:00,4.95,14175.0,United Kingdom
528627,22616,PACK OF 12 LONDON TISSUES ,12,2010-10-24 11:14:00,0.29,16746.0,United Kingdom
532139,22229,BUNNY WOODEN PAINTED WITH FLOWER ,1,2010-11-11 11:18:00,1.66,,United Kingdom
527344,21351,CINAMMON & ORANGE WREATH,16,2010-10-15 15:38:00,1.95,13069.0,United Kingdom
537823,18098C,PORCELAIN BUTTERFLY OIL BURNER,2,2010-12-08 14:25:00,5.91,,United Kingdom
525360,21955,DOORMAT UNION JACK GUNS AND ROSES,1,2010-10-05 11:33:00,7.95,15039.0,United Kingdom
532139,85152,HAND OVER THE CHOCOLATE   SIGN ,2,2010-11-11 11:18:00,4.21,,United Kingdom
537775,22203,MILK PAN RED RETROSPOT,4,2010-12-08 12:41:00,3.75,17722.0,United Kingdom
538177,21623,VINTAGE UNION JACK MEMOBOARD,1,2010-12-10 09:51:00,20.38,,United Kingdom
533423,22585,PACK OF 6 BIRDY GIFT TAGS,4,2010-11-17 11:19:00,1.25,16386.0,United Kingdom
533959,15056P,EDWARDIAN PARASOL PINK,9,2010-11-19 12:56:00,5.95,12921.0,United Kingdom
539185,22748,POPPY'S PLAYHOUSE KITCHEN,1,2010-12-16 11:53:00,2.1,16470.0,United Kingdom
529504,21207,SKULL AND CROSSBONES  GARLAND ,1,2010-10-28 14:19:00,3.36,,United Kingdom
526508,84879,ASSORTED COLOUR BIRD ORNAMENT,16,2010-10-12 10:44:00,1.69,16039.0,United Kingdom
538156,22750,FELTCRAFT PRINCESS LOLA DOLL,3,2010-12-09 16:53:00,3.75,15555.0,United Kingdom
538508,22451,SILK PURSE BABUSHKA RED,1,2010-12-12 13:32:00,3.35,15998.0,United Kingdom
537193,21899,"KEY FOB , GARAGE DESIGN",12,2010-12-05 13:49:00,0.65,15023.0,United Kingdom
530590,84945,MULTI COLOUR SILVER T-LIGHT HOLDER,60,2010-11-03 14:57:00,0.85,13319.0,United Kingdom
527155,22906,12 MESSAGE CARDS WITH ENVELOPES,2,2010-10-15 11:22:00,3.36,,United Kingdom
538597,20982,12 PENCILS TALL TUBE SKULLS,3,2010-12-13 12:26:00,0.85,15555.0,United Kingdom
532010,22938,CUPCAKE LACE PAPER SET 6,2,2010-11-10 12:42:00,1.95,17321.0,United Kingdom
538349,22321,BIRD DECORATION RED RETROSPOT,2,2010-12-10 14:59:00,1.66,,United Kingdom
536544,21328,BALLOONS  WRITING SET ,2,2010-12-01 14:32:00,3.36,,United Kingdom
527468,22450,SILK PURSE BABUSHKA BLUE,3,2010-10-18 11:09:00,3.35,17377.0,United Kingdom
537638,21484,CHICK GREY HOT WATER BOTTLE,1,2010-12-07 15:28:00,7.62,,United Kingdom
525764,22592,CARDHOLDER HOLLY WREATH METAL,4,2010-10-07 10:39:00,3.75,12511.0,Greece
532953,37501,TEA TIME TEA SET IN GIFT BOX,1,2010-11-15 12:17:00,14.43,,United Kingdom
536876,20966,SANDWICH BATH SPONGE,4,2010-12-03 11:36:00,2.51,,United Kingdom
534459,85213,MINI  ZINC GARDEN DECORATIONS ,1,2010-11-23 09:12:00,1.66,,United Kingdom
537822,22533,MAGIC DRAWING SLATE BAKE A CAKE ,48,2010-12-08 14:22:00,0.42,13523.0,United Kingdom
533338,22141,CHRISTMAS CRAFT TREE TOP ANGEL,2,2010-11-16 18:18:00,4.21,,United Kingdom
526388,21121,SET/10 RED POLKADOT PARTY CANDLES,1,2010-10-11 12:52:00,1.25,17264.0,United Kingdom
536207,21870,I CAN ONLY PLEASE ONE PERSON MUG,1,2010-11-30 13:23:00,1.25,17826.0,United Kingdom
537606,21812,GARLAND WITH HEARTS AND BELLS,12,2010-12-07 13:16:00,4.95,15002.0,United Kingdom
532802,22955,36 FOIL STAR CAKE CASES ,1,2010-11-14 14:56:00,2.1,17255.0,United Kingdom
525067,21807,WHITE CHRISTMAS STAR DECORATION,2,2010-10-03 14:36:00,0.42,14579.0,United Kingdom
534364,22402,MAGNETS PACK OF 4 VINTAGE COLLAGE,12,2010-11-22 11:58:00,1.25,12681.0,France
535950,90147,CHUNKY SILVER NECKLACE PASTEL FLOWE,1,2010-11-29 12:03:00,9.95,15989.0,United Kingdom
527279,21034,REX CASH+CARRY JUMBO SHOPPER,1,2010-10-15 13:33:00,0.95,17822.0,United Kingdom
534648,21257,VICTORIAN SEWING BOX MEDIUM,2,2010-11-23 13:14:00,7.95,16019.0,United Kingdom
533132,18098C,PORCELAIN BUTTERFLY OIL BURNER,6,2010-11-16 12:49:00,2.95,15235.0,United Kingdom
537240,84988,SET OF 72 PINK HEART PAPER DOILIES,3,2010-12-06 10:08:00,2.98,,United Kingdom
535273,21912,VINTAGE SNAKES & LADDERS,1,2010-11-25 13:49:00,3.75,17989.0,United Kingdom
538880,22424,ENAMEL BREAD BIN CREAM,1,2010-12-14 15:52:00,25.49,,United Kingdom
528372,22492,MINI PAINT SET VINTAGE ,36,2010-10-21 16:55:00,0.65,17290.0,United Kingdom
534670,22587,FELTCRAFT HAIRBAND RED AND BLUE,1,2010-11-23 14:06:00,0.85,12577.0,France
528912,21520,BOOZE & WOMEN GREETING CARD ,12,2010-10-25 13:40:00,0.42,16241.0,United Kingdom
539484,21929,JUMBO BAG PINK VINTAGE PAISLEY,1,2010-12-19 15:44:00,1.95,15640.0,United Kingdom
536613,22544,MINI JIGSAW SPACEBOY,24,2010-12-02 09:44:00,0.42,17855.0,United Kingdom
537638,22651,GENTLEMAN SHIRT REPAIR KIT ,8,2010-12-07 15:28:00,1.66,,United Kingdom
531350,22546,MINI JIGSAW PURDEY,6,2010-11-07 13:31:00,0.42,12748.0,United Kingdom
536876,84947,ANTIQUE SILVER TEA GLASS ENGRAVED,1,2010-12-03 11:36:00,2.51,,United Kingdom
537050,22633,HAND WARMER UNION JACK,2,2010-12-05 11:10:00,2.1,14800.0,United Kingdom
535803,84674,FLYING PIG WATERING CAN,4,2010-11-28 14:57:00,2.95,14410.0,United Kingdom
535348,22801,ANTIQUE GLASS PEDESTAL BOWL,2,2010-11-25 16:46:00,3.75,15051.0,United Kingdom
534671,84750B,BLACK SMALL GLASS CAKE STAND,4,2010-11-23 14:17:00,1.95,17766.0,United Kingdom
539453,21115,ROSE CARAVAN DOORSTOP,1,2010-12-17 17:08:00,14.43,,United Kingdom
538166,21915,RED  HARMONICA IN BOX ,5,2010-12-09 18:09:00,1.25,17965.0,United Kingdom
531338,22838,3 TIER CAKE TIN RED AND CREAM,2,2010-11-07 12:47:00,14.95,16928.0,United Kingdom
532419,22594,CHRISTMAS GINGHAM TREE,3,2010-11-12 09:18:00,1.66,,United Kingdom
530716,20681,PINK POLKADOT CHILDRENS UMBRELLA,1,2010-11-04 11:37:00,3.25,17987.0,United Kingdom
526850,22059,CERAMIC STRAWBERRY DESIGN MUG,12,2010-10-13 12:36:00,1.49,16238.0,United Kingdom
531444,20981,12 PENCILS TALL TUBE WOODLAND,24,2010-11-08 12:35:00,0.85,12748.0,United Kingdom
534877,85199S,SMALL HANGING IVORY/RED WOOD BIRD,10,2010-11-24 14:39:00,0.42,15471.0,United Kingdom
530651,22947,WOODEN ADVENT CALENDAR RED,12,2010-11-04 09:06:00,12.75,16590.0,United Kingdom
539990,84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,1,2010-12-23 16:31:00,1.25,,United Kingdom
535346,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,6,2010-11-25 16:44:00,2.95,12961.0,United Kingdom
537645,22518,CHILDS GARDEN BRUSH BLUE,1,2010-12-07 15:34:00,4.21,,United Kingdom
536796,21967,PACK OF 12 SKULL TISSUES,1,2010-12-02 15:46:00,0.29,15574.0,United Kingdom
538012,22694,WICKER STAR ,2,2010-12-09 12:32:00,2.1,14527.0,United Kingdom
533501,22467,GUMBALL COAT RACK,1,2010-11-17 13:50:00,2.55,15862.0,United Kingdom
532675,21165,BEWARE OF THE CAT METAL SIGN ,2,2010-11-14 12:02:00,1.69,,United Kingdom
525446,84991,60 TEATIME FAIRY CAKE CASES,120,2010-10-05 13:56:00,0.42,17307.0,United Kingdom
536000,22333,RETROSPOT PARTY BAG + STICKER SET,2,2010-11-29 14:13:00,1.65,14606.0,United Kingdom
532445,22633,HAND WARMER UNION JACK,1,2010-11-12 11:31:00,2.1,17772.0,United Kingdom
529068,21992,VINTAGE PAISLEY STATIONERY SET,3,2010-10-26 12:14:00,2.51,,United Kingdom
535835,20966,SANDWICH BATH SPONGE,1,2010-11-29 09:46:00,2.51,,United Kingdom
529837,35970,ZINC FOLKART SLEIGH BELLS,2,2010-10-31 12:34:00,1.69,16784.0,United Kingdom
533022,21032,SPACE CADET WHITE,1,2010-11-15 15:54:00,1.25,12970.0,United Kingdom
530974,21015,DARK BIRD HOUSE TREE DECORATION,24,2010-11-05 10:15:00,0.85,14882.0,United Kingdom
532798,22550,HOLIDAY FUN LUDO,4,2010-11-14 14:47:00,3.75,17544.0,United Kingdom
531468,22695,WICKER WREATH SMALL,6,2010-11-08 13:58:00,1.45,14821.0,United Kingdom
536464,22735,RIBBON REEL SOCKS AND MITTENS,2,2010-12-01 12:23:00,1.65,17968.0,United Kingdom
538707,22080,RIBBON REEL POLKADOTS ,2,2010-12-14 10:38:00,1.65,17894.0,United Kingdom
531387,22717,CARD DOG AND BALL ,1,2010-11-08 09:20:00,0.85,,United Kingdom
537374,79051A,SMOKEY GREY COLOUR D.O.F. GLASS,4,2010-12-06 12:55:00,0.65,17259.0,United Kingdom
525037,22585,PACK OF 6 BIRDY GIFT TAGS,12,2010-10-03 12:40:00,1.25,14911.0,EIRE
536544,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,3,2010-12-01 14:32:00,5.91,,United Kingdom
529307,22587,FELTCRAFT HAIRBAND RED AND BLUE,12,2010-10-27 12:53:00,0.85,13880.0,United Kingdom
526763,22907,PACK OF 20 NAPKINS PANTRY DESIGN,12,2010-10-13 11:05:00,0.85,13792.0,United Kingdom
530567,21889,WOODEN BOX OF DOMINOES,5,2010-11-03 14:00:00,1.25,17254.0,United Kingdom
539324,22583,PACK OF 6 HANDBAG GIFT BOXES,2,2010-12-16 19:51:00,2.55,14985.0,United Kingdom
534163,22082,RIBBON REEL STRIPES DESIGN ,5,2010-11-21 13:00:00,1.65,14512.0,United Kingdom
535839,22142,CHRISTMAS CRAFT WHITE FAIRY ,40,2010-11-29 10:11:00,1.25,13408.0,United Kingdom
537370,22147,FELTCRAFT BUTTERFLY HEARTS,2,2010-12-06 12:44:00,1.45,13155.0,United Kingdom
530546,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,8,2010-11-03 13:14:00,3.75,16183.0,United Kingdom
538508,22450,SILK PURSE BABUSHKA BLUE,1,2010-12-12 13:32:00,3.35,15998.0,United Kingdom
535615,21488,RED WHITE SCARF  HOT WATER BOTTLE,24,2010-11-26 17:00:00,3.45,15856.0,United Kingdom
537462,20726,LUNCH BAG WOODLAND,6,2010-12-07 10:06:00,1.65,17228.0,United Kingdom
539036,85174,S/4 CACTI CANDLES,16,2010-12-15 14:35:00,1.95,14913.0,United Kingdom
535951,21494,ROTATING LEAVES T-LIGHT HOLDER,2,2010-11-29 12:06:00,5.91,,United Kingdom
534859,21326,AGED GLASS SILVER T-LIGHT HOLDER,2,2010-11-24 13:56:00,1.66,,United Kingdom
525165,21166,COOK WITH WINE METAL SIGN ,12,2010-10-04 12:07:00,1.95,16458.0,United Kingdom
526946,22075,6 RIBBONS ELEGANT CHRISTMAS ,12,2010-10-14 10:36:00,1.65,16558.0,United Kingdom
531800,22955,36 FOIL STAR CAKE CASES ,6,2010-11-09 15:45:00,2.1,15281.0,United Kingdom
530060,21012,ANTIQUE ALL GLASS CANDLESTICK,12,2010-11-01 11:35:00,2.51,,United Kingdom
534091,22554,PLASTERS IN TIN WOODLAND ANIMALS,2,2010-11-21 11:58:00,1.65,14499.0,United Kingdom
538517,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,1,2010-12-12 16:05:00,3.75,17618.0,United Kingdom
530615,84947,ANTIQUE SILVER TEA GLASS ENGRAVED,6,2010-11-03 15:54:00,1.25,16712.0,United Kingdom
532063,46776D,WOVEN SUNSET CUSHION COVER ,1,2010-11-10 14:48:00,4.21,,United Kingdom
537826,22966,GINGERBREAD MAN COOKIE CUTTER,1,2010-12-08 14:38:00,1.25,15581.0,United Kingdom
537852,21817,GLITTER CHRISTMAS TREE,36,2010-12-08 15:56:00,0.85,17340.0,United Kingdom
533338,22505,MEMO BOARD COTTAGE DESIGN,1,2010-11-16 18:18:00,11.02,,United Kingdom
535475,21430,SET/3 RED GINGHAM ROSE STORAGE BOX,1,2010-11-26 14:09:00,3.75,17817.0,United Kingdom
537265,22962,JAM JAR WITH PINK LID,6,2010-12-06 11:26:00,0.85,15919.0,United Kingdom
536874,22076,6 RIBBONS EMPIRE  ,1,2010-12-03 11:35:00,1.65,16891.0,United Kingdom
532821,22780,LIGHT GARLAND BUTTERFILES PINK,2,2010-11-14 16:32:00,4.25,14382.0,United Kingdom
534412,22904,CALENDAR PAPER CUT DESIGN,2,2010-11-22 14:44:00,2.95,17757.0,United Kingdom
539754,20700,GREEN CAT FLORAL CUSHION COVER ,1,2010-12-21 16:06:00,3.75,12748.0,United Kingdom
537240,21452,TOADSTOOL MONEY BOX,1,2010-12-06 10:08:00,5.91,,United Kingdom
532626,22845,VINTAGE CREAM CAT FOOD CONTAINER,2,2010-11-12 15:33:00,6.35,12779.0,Poland
532985,22900, SET 2 TEA TOWELS I LOVE LONDON ,4,2010-11-15 13:56:00,2.95,12733.0,USA
538808,22988,SOLDIERS EGG CUP ,12,2010-12-14 12:11:00,1.25,14057.0,United Kingdom
535090,21258,VICTORIAN SEWING BOX LARGE,1,2010-11-25 10:11:00,12.75,13958.0,United Kingdom
531353,35240,ENAMEL BLUE RIM OVAL TRAY SET/2,1,2010-11-07 13:47:00,8.49,15571.0,United Kingdom
532068,82578,KITCHEN METAL SIGN,2,2010-11-10 14:54:00,0.55,12855.0,United Kingdom
530843,22764,"RUSTIC WOODEN CABINET, GLASS DOORS",2,2010-11-04 14:21:00,24.95,14895.0,United Kingdom
530303,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,6,2010-11-02 13:12:00,2.95,15950.0,United Kingdom
527459,22624,IVORY KITCHEN SCALES,2,2010-10-18 10:32:00,8.5,16069.0,United Kingdom
539404,84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,4,2010-12-17 12:24:00,1.25,17315.0,United Kingdom
529323,85068,CREAM SWEETHEART SHELF + HOOKS,2,2010-10-27 14:05:00,7.95,16713.0,United Kingdom
532291,21791,VINTAGE HEADS AND TAILS CARD GAME ,3,2010-11-11 13:27:00,1.25,16284.0,United Kingdom
527444,21803,CHRISTMAS TREE STAR DECORATION,2,2010-10-18 09:28:00,0.43,,United Kingdom
539736,22960,JAM MAKING SET WITH JARS,1,2010-12-21 15:18:00,8.47,,United Kingdom
536987,20685,DOORMAT RED RETROSPOT,2,2010-12-03 14:54:00,7.95,17198.0,United Kingdom
538503,22511,RETROSPOT BABUSHKA DOORSTOP,8,2010-12-12 12:56:00,1.25,17188.0,United Kingdom
529132,21731,RED TOADSTOOL LED NIGHT LIGHT,24,2010-10-26 14:42:00,1.65,13157.0,United Kingdom
529313,22698,PINK REGENCY TEACUP AND SAUCER,4,2010-10-27 13:18:00,2.95,15373.0,United Kingdom
529938,22630,DOLLY GIRL LUNCH BOX,12,2010-10-31 14:49:00,1.95,13267.0,United Kingdom
539631,22246,MAGIC GARDEN FELT GARLAND ,1,2010-12-20 15:03:00,4.21,,United Kingdom
535802,84950,ASSORTED COLOUR T-LIGHT HOLDER,12,2010-11-28 14:57:00,0.65,14030.0,United Kingdom
531387,84580,MOUSE TOY WITH PINK T-SHIRT,1,2010-11-08 09:20:00,4.21,,United Kingdom
539436,22352,LUNCH BOX WITH CUTLERY RETROSPOT ,1,2010-12-17 14:49:00,5.06,,United Kingdom
538093,20726,LUNCH BAG WOODLAND,10,2010-12-09 14:49:00,1.65,12682.0,France
536743,90175C,BLUE GLASS CHUNKY CHARM BRACELET,1,2010-12-02 13:32:00,8.95,17964.0,United Kingdom
536520,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,2010-12-01 12:43:00,2.95,14729.0,United Kingdom
531493,22508,DOORSTOP RETROSPOT HEART,1,2010-11-08 15:12:00,3.75,17984.0,United Kingdom
527139,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,10,2010-10-15 10:16:00,1.95,13136.0,United Kingdom
529329,21231,SWEETHEART CERAMIC TRINKET BOX,4,2010-10-27 14:34:00,1.25,14159.0,United Kingdom
531843,21175,GIN + TONIC DIET METAL SIGN,1,2010-11-10 09:34:00,4.21,,United Kingdom
530164,84029E,RED WOOLLY HOTTIE WHITE HEART.,24,2010-11-02 08:47:00,3.39,16133.0,United Kingdom
533106,22952,60 CAKE CASES VINTAGE CHRISTMAS,24,2010-11-16 11:54:00,0.55,16083.0,United Kingdom
528954,22492,MINI PAINT SET VINTAGE ,36,2010-10-26 08:11:00,0.65,14156.0,EIRE
532021,85094,CANDY SPOT EGG WARMER RABBIT,2,2010-11-10 13:09:00,1.25,16208.0,United Kingdom
525081,22575,METAL MERRY CHRISTMAS WREATH,8,2010-10-03 15:41:00,1.95,17069.0,United Kingdom
538884,85114a,BLACK ENCHANTED FOREST PLACEMAT,1,2010-12-14 15:56:00,3.36,,United Kingdom
536956,22358,KINGS CHOICE TEA CADDY ,6,2010-12-03 12:43:00,2.95,14210.0,United Kingdom
527657,22838,"CAKE TIN, 3 TIER RED/IVORY",1,2010-10-18 14:12:00,14.95,16141.0,United Kingdom
531382,22113,GREY HEART HOT WATER BOTTLE,1,2010-11-07 16:29:00,3.75,16549.0,United Kingdom
525879,22551,PLASTERS IN TIN SPACEBOY,12,2010-10-07 14:24:00,1.65,15228.0,United Kingdom
526086,22950,36 DOILIES VINTAGE CHRISTMAS,48,2010-10-08 12:08:00,1.45,14885.0,United Kingdom
537265,46000M,POLYESTER FILLER PAD 45x45cm,2,2010-12-06 11:26:00,1.55,15919.0,United Kingdom
531773,82600,NO SINGING METAL SIGN,2,2010-11-09 14:38:00,2.1,15678.0,United Kingdom
538625,21672,WHITE SPOT RED CERAMIC DRAWER KNOB,12,2010-12-13 12:50:00,1.25,14544.0,United Kingdom
527655,20977,36 PENCILS TUBE WOODLAND,1,2010-10-18 14:07:00,1.25,13387.0,United Kingdom
537354,85099B,JUMBO BAG RED RETROSPOT,6,2010-12-06 12:23:00,1.95,12748.0,United Kingdom
535951,22197,SMALL POPCORN HOLDER,4,2010-11-29 12:06:00,1.66,,United Kingdom
527174,22418,10 COLOUR SPACEBOY PEN,1,2010-10-15 11:40:00,2.51,,United Kingdom
525064,21247,SET OF RED SALAD SERVERS ,12,2010-10-03 14:23:00,1.49,13032.0,United Kingdom
537698,84945,MULTI COLOUR SILVER T-LIGHT HOLDER,384,2010-12-08 10:51:00,0.72,13199.0,United Kingdom
531513,85035A,GARDENIA 3 WICK MORRIS BOXED CANDLE,1,2010-11-08 16:31:00,4.25,18098.0,United Kingdom
535409,22469,HEART OF WICKER SMALL,6,2010-11-26 11:24:00,1.65,14507.0,United Kingdom
535669,22164,STRING OF STARS CARD HOLDER,12,2010-11-28 12:03:00,2.95,13758.0,United Kingdom
534739,22381,TOY TIDY PINK POLKADOT,15,2010-11-24 08:35:00,2.1,16316.0,United Kingdom
532799,84536A,ENGLISH ROSE NOTEBOOK A7 SIZE,6,2010-11-14 14:49:00,0.42,14599.0,United Kingdom
529093,84709B,PINK OVAL JEWELLED MIRROR,6,2010-10-26 13:39:00,5.95,14911.0,EIRE
525961,21232,STRAWBERRY CERAMIC TRINKET BOX,1,2010-10-07 19:57:00,1.25,,United Kingdom
530850,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,10,2010-11-04 14:49:00,5.91,,United Kingdom
535662,22699,ROSES REGENCY TEACUP AND SAUCER ,1,2010-11-28 11:37:00,2.95,16782.0,United Kingdom
527397,22840,ROUND CAKE TIN VINTAGE RED,1,2010-10-17 13:40:00,7.95,17757.0,United Kingdom
